Film,LAND,
0052706,United States,1
0052778,Bundesrepublik Deutschland (bis 1990),1
0052795,France,1
0052817,Italy,1
0052821,Bundesrepublik Deutschland (bis 1990),1
0052822,Bundesrepublik Deutschland (bis 1990),1
0052829,Denmark,1
0052860,France,1
0052908,United Kingdom,1
0052913,Austria,1
0052924,Bundesrepublik Deutschland (bis 1990),1
0052944,United Kingdom,1
0052950,United States,1
0052964,France,1
0052984,Bundesrepublik Deutschland (bis 1990),1
0052986,United Kingdom,1
0052988,Bundesrepublik Deutschland (bis 1990),1
0052996,Bundesrepublik Deutschland (bis 1990),1
0053041,United Kingdom,1
0053047,Bundesrepublik Deutschland (bis 1990),1
0053059,Bundesrepublik Deutschland (bis 1990),1
0053069,United States,1
0053093,Bundesrepublik Deutschland (bis 1990),1
0053126,United Kingdom,1
0053131,United States,1
0053137,United States,1
0053140,United Kingdom,1
0053217,Bundesrepublik Deutschland (bis 1990),1
0053228,Bundesrepublik Deutschland (bis 1990),1
0053229,United Kingdom,1
0053237,Bundesrepublik Deutschland (bis 1990),1
0053250,East Germany,1
0053252,Bundesrepublik Deutschland (bis 1990),1
0053271,United States,1
0053272,Ireland,1
0053277,East Germany,1
0053281,Bundesrepublik Deutschland (bis 1990),1
0053291,United States,1
0053295,East Germany,1
0053316,United Kingdom,1
0053318,United States,1
0053355,United States,1
0053392,Bundesrepublik Deutschland (bis 1990),1
0053399,United States,1
0053403,France,1
0053408,Yugoslavia,1
0053415,East Germany,1
0053433,East Germany,1
0053440,Bundesrepublik Deutschland (bis 1990),1
0053442,United Kingdom,1
0053453,United States,1
0053473,France,1
0053481,United States,1
0053482,United States,1
0053490,United States,1
0053491,United States,1
0053496,United Kingdom,1
0053497,United States,1
0053508,United States,1
0053510,United States,1
0053511,United States,1
0053513,United States,1
0053517,United States,1
0053521,United States,1
0053524,United States,1
0053525,United States,1
0053527,United States,1
0053529,United States,1
0053533,United States,1
0053534,United States,1
0053535,Bundesrepublik Deutschland (bis 1990),1
0053540,United States,1
0053543,United States,1
0053546,United States,1
0053554,United States,1
0053575,Bundesrepublik Deutschland (bis 1990),1
0053599,Switzerland,1
0053604,United States,1
0053633,Sweden,1
0053650,United Kingdom,1
0053651,United States,1
0053660,United Kingdom,1
0053667,Bundesrepublik Deutschland (bis 1990),1
0053674,Bundesrepublik Deutschland (bis 1990),1
0053675,Italy,1
0053715,United States,1
0053717,United Kingdom,1
0053726,France,1
0053732,United Kingdom,1
0053783,Switzerland,1
0053790,Bundesrepublik Deutschland (bis 1990),1
0053797,East Germany,1
0053804,United States,1
0053807,Bundesrepublik Deutschland (bis 1990),1
0053816,Bundesrepublik Deutschland (bis 1990),1
0053833,France,1
0053834,Bundesrepublik Deutschland (bis 1990),1
0053835,Bundesrepublik Deutschland (bis 1990),1
0053846,East Germany,1
0053848,United States,1
0053860,Austria,1
0053867,Bundesrepublik Deutschland (bis 1990),1
0053885,Austria,1
0053893,Bundesrepublik Deutschland (bis 1990),1
0053898,Bundesrepublik Deutschland (bis 1990),1
0053904,Switzerland,1
0053906,France,1
0053941,Austria,1
0053946,United States,1
0053971,Bundesrepublik Deutschland (bis 1990),1
0053991,East Germany,1
0054007,Bundesrepublik Deutschland (bis 1990),1
0054019,East Germany,1
0054020,United States,1
0054024,Bundesrepublik Deutschland (bis 1990),1
0054025,Bundesrepublik Deutschland (bis 1990),1
0054026,East Germany,1
0054027,Bundesrepublik Deutschland (bis 1990),1
0054037,United Kingdom,1
0054046,Bundesrepublik Deutschland (bis 1990),1
0054048,France,1
0054053,United Kingdom,1
0054058,United States,1
0054066,Spain,1
0054106,East Germany,1
0054117,United Kingdom,1
0054161,France,1
0054167,United Kingdom,1
0054171,Bundesrepublik Deutschland (bis 1990),1
0054172,Mexico,1
0054200,United Kingdom,1
0054236,France,1
0054253,Italy,1
0054262,Bundesrepublik Deutschland (bis 1990),1
0054266,United Kingdom,1
0054271,United States,1
0054272,Bundesrepublik Deutschland (bis 1990),1
0054273,Bundesrepublik Deutschland (bis 1990),1
0054279,United Kingdom,1
0054284,France,1
0054306,United Kingdom,1
0054310,United Kingdom,1
0054327,Austria,1
0054331,United States,1
0054336,Poland,1
0054337,Bundesrepublik Deutschland (bis 1990),1
0054343,United States,1
0054371,Bundesrepublik Deutschland (bis 1990),1
0054391,United Kingdom,1
0054395,Bundesrepublik Deutschland (bis 1990),1
0054410,France,1
0054415,United States,1
0054454,Bundesrepublik Deutschland (bis 1990),1
0054508,Sweden,1
0054510,United States,1
0054513,United States,1
0054518,United Kingdom,1
0054526,United States,1
0054529,United Kingdom,1
0054532,United States,1
0054533,United States,1
0054542,United States,1
0054545,United States,1
0054551,Bundesrepublik Deutschland (bis 1990),1
0054556,United States,1
0054558,United States,1
0054570,United States,1
0054578,United States,1
0054592,Austria,1
0054600,Bundesrepublik Deutschland (bis 1990),1
0054601,United States,1
0054605,France,1
0054652,United States,1
0054664,Bundesrepublik Deutschland (bis 1990),1
0054681,United States,1
0054713,Bundesrepublik Deutschland (bis 1990),1
0054781,Switzerland,1
0054806,Ireland,1
0054847,Italy,1
0054866,United States,1
0054885,United States,1
0054890,Mexico,1
0054891,United Kingdom,1
0054892,United States,1
0054894,Switzerland,1
0054907,France,1
0054912,United Kingdom,1
0054914,Bundesrepublik Deutschland (bis 1990),1
0054921,East Germany,1
0054936,France,1
0054939,Italy,1
0054953,United Kingdom,1
0054966,Bundesrepublik Deutschland (bis 1990),1
0054997,United States,1
0055007,Austria,1
0055031,United States,1
0055047,United States,1
0055050,East Germany,1
0055078,Czechoslovakia,1
0055083,Bundesrepublik Deutschland (bis 1990),1
0055084,France,1
0055093,France,1
0055096,United Kingdom,1
0055111,Bundesrepublik Deutschland (bis 1990),1
0055183,Bundesrepublik Deutschland (bis 1990),1
0055200,United States,1
0055206,Switzerland,1
0055214,United Kingdom,1
0055219,France,1
0055247,United Kingdom,1
0055252,Bundesrepublik Deutschland (bis 1990),1
0055256,United States,1
0055261,United States,1
0055274,United States,1
0055307,United States,1
0055331,East Germany,1
0055372,Bundesrepublik Deutschland (bis 1990),1
0055382,United Kingdom,1
0055391,Bundesrepublik Deutschland (bis 1990),1
0055415,Bundesrepublik Deutschland (bis 1990),1
0055416,Bundesrepublik Deutschland (bis 1990),1
0055423,United States,1
0055431,Bundesrepublik Deutschland (bis 1990),1
0055464,United States,1
0055480,East Germany,1
0055482,Bundesrepublik Deutschland (bis 1990),1
0055531,Bundesrepublik Deutschland (bis 1990),1
0055538,France,1
0055539,Switzerland,1
0055547,France,1
0055553,United Kingdom,1
0055575,Bundesrepublik Deutschland (bis 1990),1
0055596,Bundesrepublik Deutschland (bis 1990),1
0055608,United States,1
0055621,United Kingdom,1
0055627,United States,1
0055649,France,1
0055657,United States,1
0055666,United States,1
0055674,United States,1
0055675,United States,1
0055685,United States,1
0055686,United States,1
0055687,United Kingdom,1
0055694,United States,1
0055698,United States,1
0055701,United Kingdom,1
0055702,United States,1
0055703,United States,1
0055713,United States,1
0055717,Austria,1
0055728,United States,1
0055748,East Germany,1
0055784,Bundesrepublik Deutschland (bis 1990),1
0055797,United States,1
0055827,France,1
0055871,United States,1
0055889,Austria,1
0055904,France,1
0055932,France,1
0055934,France,1
0055962,Bundesrepublik Deutschland (bis 1990),1
0055963,United States,1
0055980,Bundesrepublik Deutschland (bis 1990),1
0055983,Bundesrepublik Deutschland (bis 1990),1
0055984,Switzerland,1
0055997,Bundesrepublik Deutschland (bis 1990),1
0055998,United States,1
0056011,Bundesrepublik Deutschland (bis 1990),1
0056023,United States,1
0056031,Bundesrepublik Deutschland (bis 1990),1
0056032,United Kingdom,1
0056057,United States,1
0056063,United States,1
0056067,Bundesrepublik Deutschland (bis 1990),1
0056072,United States,1
0056096,France,1
0056109,United States,1
0056132,Bundesrepublik Deutschland (bis 1990),1
0056156,Switzerland,1
0056161,East Germany,1
0056170,Bundesrepublik Deutschland (bis 1990),1
0056193,United Kingdom,1
0056197,United States,1
0056202,Austria,1
0056230,Bundesrepublik Deutschland (bis 1990),1
0056264,United States,1
0056271,East Germany,1
0056275,Bundesrepublik Deutschland (bis 1990),1
0056296,United States,1
0056335,United Kingdom,1
0056336,Bundesrepublik Deutschland (bis 1990),1
0056347,United Kingdom,1
0056349,United States,1
0056364,United Kingdom,1
0056372,United Kingdom,1
0056411,East Germany,1
0056423,Austria,1
0056424,United States,1
0056426,United Kingdom,1
0056430,East Germany,1
0056454,Switzerland,1
0056480,Bundesrepublik Deutschland (bis 1990),1
0056503,France,1
0056516,United States,1
0056548,Austria,1
0056556,Yugoslavia,1
0056573,Bundesrepublik Deutschland (bis 1990),1
0056583,United Kingdom,1
0056601,United Kingdom,1
0056625,United States,1
0056681,United Kingdom,1
0056697,Bundesrepublik Deutschland (bis 1990),1
0056700,United States,1
0056737,United States,1
0056742,United States,1
0056743,United States,1
0056745,United States,1
0056748,United States,1
0056751,United Kingdom,1
0056754,United Kingdom,1
0056765,United States,1
0056768,United States,1
0056775,United States,1
0056784,United Kingdom,1
0056788,United States,1
0056791,United States,1
0056792,United States,1
0056800,United States,1
0056817,Bundesrepublik Deutschland (bis 1990),1
0056820,Bundesrepublik Deutschland (bis 1990),1
0056873,France,1
0056886,United Kingdom,1
0056907,United States,1
0056926,Bundesrepublik Deutschland (bis 1990),1
0056937,Switzerland,1
0056941,United Kingdom,1
0056947,France,1
0056960,United Kingdom,1
0056999,United States,1
0057028,Bundesrepublik Deutschland (bis 1990),1
0057039,Bundesrepublik Deutschland (bis 1990),1
0057054,Spain,1
0057076,United Kingdom,1
0057107,Bundesrepublik Deutschland (bis 1990),1
0057115,United States,1
0057116,Bundesrepublik Deutschland (bis 1990),1
0057131,Bundesrepublik Deutschland (bis 1990),1
0057195,Bundesrepublik Deutschland (bis 1990),1
0057220,East Germany,1
0057235,Czechoslovakia,1
0057282,Bundesrepublik Deutschland (bis 1990),1
0057312,United States,1
0057319,Bundesrepublik Deutschland (bis 1990),1
0057342,United Kingdom,1
0057359,East Germany,1
0057393,United States,1
0057411,Bundesrepublik Deutschland (bis 1990),1
0057426,United States,1
0057427,France,1
0057462,Austria,1
0057479,Bundesrepublik Deutschland (bis 1990),1
0057521,United Kingdom,1
0057616,France,1
0057634,United Kingdom,1
0057652,United Kingdom,1
0057660,France,1
0057666,Bundesrepublik Deutschland (bis 1990),1
0057678,United Kingdom,1
0057722,Bundesrepublik Deutschland (bis 1990),1
0057723,Bundesrepublik Deutschland (bis 1990),1
0057733,United States,1
0057755,United States,1
0057757,United Kingdom,1
0057782,United States,1
0057783,Bundesrepublik Deutschland (bis 1990),1
0057788,United States,1
0057793,United States,1
0057800,East Germany,1
0057803,United States,1
0057809,United States,1
0057877,United Kingdom,1
0057878,United States,1
0057879,United States,1
0057920,United Kingdom,1
0057952,United States,1
0058007,United Kingdom,1
0058054,Bundesrepublik Deutschland (bis 1990),1
0058073,United Kingdom,1
0058084,United Kingdom,1
0058085,United States,1
0058109,Bundesrepublik Deutschland (bis 1990),1
0058136,Bundesrepublik Deutschland (bis 1990),1
0058149,Bundesrepublik Deutschland (bis 1990),1
0058158,France,1
0058160,Austria,1
0058170,Bundesrepublik Deutschland (bis 1990),1
0058196,Bundesrepublik Deutschland (bis 1990),1
0058219,Bundesrepublik Deutschland (bis 1990),1
0058224,Bundesrepublik Deutschland (bis 1990),1
0058258,Bundesrepublik Deutschland (bis 1990),1
0058266,United States,1
0058285,Bundesrepublik Deutschland (bis 1990),1
0058357,France,1
0058385,United States,1
0058466,Bundesrepublik Deutschland (bis 1990),1
0058569,Bundesrepublik Deutschland (bis 1990),1
0058586,United Kingdom,1
0058600,Denmark,1
0058648,United States,1
0058670,Bundesrepublik Deutschland (bis 1990),1
0058718,United Kingdom,1
0058719,France,1
0058752,Bundesrepublik Deutschland (bis 1990),1
0058757,Bundesrepublik Deutschland (bis 1990),1
0058791,United States,1
0058792,United States,1
0058801,United States,1
0058802,United States,1
0058805,United States,1
0058808,United States,1
0058812,United States,1
0058814,United States,1
0058815,United States,1
0058816,United States,1
0058825,United States,1
0058836,United Kingdom,1
0058844,United States,1
0058845,Bundesrepublik Deutschland (bis 1990),1
0058846,United Kingdom,1
0058850,United States,1
0058853,United Kingdom,1
0058905,United Kingdom,1
0058906,Austria,1
0058911,Bulgaria,1
0058935,United Kingdom,1
0058968,United States,1
0058992,Bundesrepublik Deutschland (bis 1990),1
0058997,United Kingdom,1
0059022,Italy,1
0059033,East Germany,1
0059065,United States,1
0059081,Spain,1
0059100,United Kingdom,1
0059101,Italy,1
0059104,Italy,1
0059108,France,1
0059112,United States,1
0059224,United States,1
0059229,Italy,1
0059263,United Kingdom,1
0059265,Bundesrepublik Deutschland (bis 1990),1
0059309,United States,1
0059381,Austria,1
0059402,United States,1
0059412,Bundesrepublik Deutschland (bis 1990),1
0059433,United Kingdom,1
0059453,United States,1
0059470,United States,1
0059512,Czechoslovakia,1
0059545,Bundesrepublik Deutschland (bis 1990),1
0059549,United Kingdom,1
0059588,Italy,1
0059649,United Kingdom,1
0059656,Bundesrepublik Deutschland (bis 1990),1
