Film,LAND,
0475822,Germany,1
0475955,Germany,1
0475960,Germany,1
0475961,Germany,1
0475962,Germany,1
0475963,Germany,1
0476097,Bundesrepublik Deutschland (bis 1990),1
0476243,Germany,1
0476253,Germany,1
0476255,Germany,1
0476256,Germany,1
0476257,Germany,1
0476585,Soviet Union,1
0476731,Germany,1
0476774,Germany,1
0476793,Germany,1
0476794,Germany,1
0476795,Germany,1
0477022,Germany,1
0477151,Germany,1
0477155,Germany,1
0477157,Germany,1
0477172,Germany,1
0477173,Germany,1
0477176,Germany,1
0477178,Germany,1
0477659,Germany,1
0477660,Germany,1
0477732,Germany,1
0477759,Germany,1
0477769,Germany,1
0477771,Germany,1
0477798,Germany,1
0477854,Germany,1
0477855,Germany,1
0477880,Germany,1
0477882,Germany,1
0477903,Germany,1
0477913,Germany,1
0477914,Germany,1
0477920,Germany,1
0477921,Germany,1
0478191,Germany,1
0479376,Germany,1
0480692,Germany,1
0480693,Germany,1
0480694,Germany,1
0480695,Germany,1
0480734,Germany,1
0480735,Germany,1
0480788,East Germany,1
0481381,Germany,1
0481869,Germany,1
0481876,Germany,1
0481881,Bundesrepublik Deutschland (bis 1990),1
0481884,Germany,1
0481889,Germany,1
0481904,Germany,1
0482217,Germany,1
0482242,Germany,1
0482287,Germany,1
0482293,Germany,1
0482553,Austria,1
0482659,Bundesrepublik Deutschland (bis 1990),1
0482692,Germany,1
0482696,Germany,1
0482697,Germany,1
0482714,Germany,1
0482721,Germany,1
0482790,Germany,1
0482804,Germany,1
0482837,Germany,1
0482971,Germany,1
0482981,Germany,1
0482984,Germany,1
0483059,Germany,1
0483167,Germany,1
0483198,Germany,1
0483619,Germany,1
0483772,Germany,1
0483782,Germany,1
0483790,Germany,1
0483799,Germany,1
0483809,Germany,1
0484071,Germany,1
0484076,Germany,1
0484079,Germany,1
0484080,Germany,1
0484100,Germany,1
0484164,Germany,1
0484199,Germany,1
0484204,Germany,1
0484564,Germany,1
0484739,Germany,1
0485226,Germany,1
0485233,Germany,1
0485248,Germany,1
0485253,Germany,1
0485808,Germany,1
0485812,Germany,1
0485814,Germany,1
0485936,Austria,1
0486003,Germany,1
0486149,Austria,1
0486166,Austria,1
0486800,Germany,1
0486805,Germany,1
0486810,Germany,1
0486846,Germany,1
0486920,Germany,1
0487280,Bundesrepublik Deutschland (bis 1990),1
0487417,Germany,1
0487445,Germany,1
0487450,Germany,1
0487454,Germany,1
0487463,Germany,1
0487465,Germany,1
0487477,Germany,1
0487574,Germany,1
0487618,Germany,1
0487691,Germany,1
0488260,United States,1
0488421,Germany,1
0488422,Germany,1
0488591,Germany,1
0488640,Germany,1
0488650,Germany,1
0488653,Germany,1
0488771,Hungary,1
0488968,Germany,1
0489012,Germany,1
0489238,Bundesrepublik Deutschland (bis 1990),1
0489349,Germany,1
0489358,Switzerland,1
0489496,Germany,1
0489497,Germany,1
0489513,Germany,1
0489748,Germany,1
0489777,Germany,1
0489783,Germany,1
0489792,Germany,1
0490007,Germany,1
0490022,Germany,1
0490508,Austria,1
0490515,Germany,1
0490516,Germany,1
0490523,Germany,1
0491981,Germany,1
0492627,Germany,1
0492688,Austria,1
0493052,United Kingdom,1
0493977,Austria,1
0494077,Germany,1
0494090,Germany,1
0494135,Germany,1
0494509,Germany,1
0495518,Austria,1
0495644,East Germany,1
0496017,Germany,1
0496220,Germany,1
0497231,Germany,1
0497433,Germany,1
0497829,Germany,1
0498689,Switzerland,1
0498723,Germany,1
0498853,United Kingdom,1
0499131,Germany,1
0756256,Germany,1
0757181,Germany,1
0762803,United Kingdom,1
0764995,Austria,1
0765044,Germany,1
0765119,Austria,1
0765251,Austria,1
0765252,Germany,1
0772790,Bundesrepublik Deutschland (bis 1990),1
0772968,Germany,1
0773144,Bundesrepublik Deutschland (bis 1990),1
0773172,Germany,1
0777198,United States,1
0778679,Germany,1
0778763,Germany,1
0778764,Germany,1
0781310,Germany,1
0781350,Austria,1
0781418,Austria,1
0783706,Bundesrepublik Deutschland (bis 1990),1
0783751,Austria,1
0787033,Germany,1
0787247,Bundesrepublik Deutschland (bis 1990),1
0787252,Germany,1
0788091,Germany,1
0790742,United States,1
0791463,Germany,1
0793340,United States,1
0794114,Bundesrepublik Deutschland (bis 1990),1
0795452,United States,1
0795557,Bundesrepublik Deutschland (bis 1990),1
0797865,Bundesrepublik Deutschland (bis 1990),1
0797884,Bundesrepublik Deutschland (bis 1990),1
0798847,Germany,1
0798849,Germany,1
0798884,Germany,1
0798888,Germany,1
0803040,Germany,1
0805568,United Kingdom,1
0806667,Austria,1
0806677,Germany,1
0806886,East Germany,1
0806901,East Germany,1
0806910,Bundesrepublik Deutschland (bis 1990),1
0807858,United Kingdom,1
0809274,Bundesrepublik Deutschland (bis 1990),1
0809463,United Kingdom,1
0812242,Germany,1
0812252,Bundesrepublik Deutschland (bis 1990),1
0812254,Bundesrepublik Deutschland (bis 1990),1
0812256,Bundesrepublik Deutschland (bis 1990),1
0812263,Bundesrepublik Deutschland (bis 1990),1
0812361,Germany,1
0812383,Germany,1
0812401,Austria,1
0819773,Germany,1
0819814,Bundesrepublik Deutschland (bis 1990),1
0821065,East Germany,1
0821464,Bundesrepublik Deutschland (bis 1990),1
0824356,Bundesrepublik Deutschland (bis 1990),1
0825262,Germany,1
0825756,Germany,1
0826738,Germany,1
0828018,Germany,1
0828023,Austria,1
0828046,Austria,1
0828057,Austria,1
0829215,Bundesrepublik Deutschland (bis 1990),1
0830865,Germany,1
0830931,Germany,1
0830975,Germany,1
0831917,Bundesrepublik Deutschland (bis 1990),1
0833619,Hungary,1
0835065,Germany,1
0836637,United States,1
0840967,United Kingdom,1
0842020,Bundesrepublik Deutschland (bis 1990),1
0842735,Germany,1
0842890,Bundesrepublik Deutschland (bis 1990),1
0842896,Bundesrepublik Deutschland (bis 1990),1
0842899,Germany,1
0842928,Bundesrepublik Deutschland (bis 1990),1
0842932,Germany,1
0842937,Bundesrepublik Deutschland (bis 1990),1
0843384,Bundesrepublik Deutschland (bis 1990),1
0849411,Hungary,1
0851431,Poland,1
0851521,Germany,1
0853119,United States,1
0856767,Bundesrepublik Deutschland (bis 1990),1
0861323,Bundesrepublik Deutschland (bis 1990),1
0864746,Hungary,1
0867446,Czechoslovakia,1
0869973,United Kingdom,1
0871916,Bundesrepublik Deutschland (bis 1990),1
0871990,Bundesrepublik Deutschland (bis 1990),1
0881145,France,1
0881211,Bundesrepublik Deutschland (bis 1990),1
0881223,Bundesrepublik Deutschland (bis 1990),1
0881351,Bundesrepublik Deutschland (bis 1990),1
0883366,Bundesrepublik Deutschland (bis 1990),1
0884032,Austria,1
0887903,Hungary,1
0891333,United States,1
0891515,Austria,1
0891575,Bundesrepublik Deutschland (bis 1990),1
0898253,Austria,1
0898956,United States,1
0900993,Hungary,1
0902834,United Kingdom,1
0903939,Austria,1
0907761,Germany,1
0914702,United Kingdom,1
0922486,United States,1
0923274,Bundesrepublik Deutschland (bis 1990),1
0923625,Bundesrepublik Deutschland (bis 1990),1
0923748,Bundesrepublik Deutschland (bis 1990),1
0924201,Bundesrepublik Deutschland (bis 1990),1
0924230,Austria,1
0924236,Poland,1
0924311,Bundesrepublik Deutschland (bis 1990),1
0925309,Bundesrepublik Deutschland (bis 1990),1
0928018,Austria,1
0928035,Germany,1
0928065,Austria,1
0928077,Austria,1
0928079,Austria,1
0929410,United States,1
0931193,East Germany,1
0948560,Bundesrepublik Deutschland (bis 1990),1
0948617,Switzerland,1
0948660,Bundesrepublik Deutschland (bis 1990),1
0949339,Bundesrepublik Deutschland (bis 1990),1
0949385,Germany,1
0956166,Germany,1
0956250,Austria,1
0958031,Belgium,1
0958057,Germany,1
0958097,Germany,1
0958147,Germany,1
0958193,Belgium,1
0958967,United Kingdom,1
0959862,United States,1
0964504,Germany,1
0965200,Austria,1
0967542,Germany,1
0969924,United Kingdom,1
0977211,Germany,1
0977615,Germany,1
0981014,Germany,1
0981084,Germany,1
0989125,United Kingdom,1
0989670,Germany,1
0991171,Germany,1
0994778,East Germany,1
0994860,East Germany,1
0996936,Bundesrepublik Deutschland (bis 1990),1
0997331,Germany,1
0997339,Germany,1
0997350,Germany,1
0997352,Germany,1
0997357,Germany,1
0997366,Germany,1
0997367,Germany,1
0997393,Germany,1
0998449,Austria,1
1002607,Germany,1
1002633,Germany,1
1012951,United States,1
1013588,Germany,1
1013634,Germany,1
1013703,Germany,1
1013776,Germany,1
1013887,Germany,1
10198576,United Kingdom,1
1019911,Germany,1
1019920,Austria,1
10203140,Bundesrepublik Deutschland (bis 1990),1
10230500,Germany,1
10235900,Germany,1
1024185,Germany,1
1024203,Czechoslovakia,1
1024218,Austria,1
10259904,Germany,1
10259968,Germany,1
1027148,Germany,1
1027168,Germany,1
1027200,Germany,1
1027679,Germany,1
1029304,Germany,1
1029327,Germany,1
10319726,Bundesrepublik Deutschland (bis 1990),1
10329088,Bundesrepublik Deutschland (bis 1990),1
1034084,Germany,1
10355354,Germany,1
1041761,Germany,1
1041840,Germany,1
1042475,Bundesrepublik Deutschland (bis 1990),1
10438702,East Germany,1
1045014,Germany,1
1045038,Germany,1
1045069,Germany,1
1045071,Austria,1
1045072,Germany,1
1045075,Austria,1
1045080,Germany,1
1045081,Germany,1
1045088,Germany,1
1045105,Germany,1
1045227,Germany,1
1045250,Austria,1
1045802,Czechoslovakia,1
1045807,Czechoslovakia,1
1045843,Austria,1
10498318,Bundesrepublik Deutschland (bis 1990),1
1051859,Bundesrepublik Deutschland (bis 1990),1
10530962,Germany,1
1056094,Germany,1
1058713,Germany,1
1058715,Austria,1
1058719,Germany,1
1058759,Germany,1
1060328,Austria,1
1062277,Germany,1
1062304,Germany,1
1063591,Germany,1
10654188,United States,1
10662186,Bundesrepublik Deutschland (bis 1990),1
1068256,Germany,1
10709408,Switzerland,1
1071933,Germany,1
1071968,Germany,1
1074298,East Germany,1
10759070,Germany,1
10759588,Germany,1
1084662,Bundesrepublik Deutschland (bis 1990),1
1084687,Bundesrepublik Deutschland (bis 1990),1
1084706,Czechoslovakia,1
1085418,Bundesrepublik Deutschland (bis 1990),1
1085819,East Germany,1
1086824,France,1
1090238,Bundesrepublik Deutschland (bis 1990),1
1090247,Czechoslovakia,1
1090250,Czechoslovakia,1
1090271,Bundesrepublik Deutschland (bis 1990),1
1092352,Germany,1
1092369,Germany,1
1092406,Czechoslovakia,1
1092441,Germany,1
10942424,Germany,1
1095223,Bundesrepublik Deutschland (bis 1990),1
10967502,France,1
1096843,Germany,1
1096852,East Germany,1
1096894,Germany,1
1096934,Germany,1
1096953,Czechoslovakia,1
11004404,Germany,1
11006040,United States,1
11006846,Germany,1
1101047,Czechoslovakia,1
11018612,East Germany,1
1104058,Bundesrepublik Deutschland (bis 1990),1
11043978,Germany,1
1107296,Bundesrepublik Deutschland (bis 1990),1
1107318,Austria,1
11078912,Czechoslovakia,1
11087686,Bundesrepublik Deutschland (bis 1990),1
11094898,Bundesrepublik Deutschland (bis 1990),1
11100144,Bundesrepublik Deutschland (bis 1990),1
11100544,Germany,1
11100780,Germany,1
1111269,Germany,1
11114714,East Germany,1
1111963,Bundesrepublik Deutschland (bis 1990),1
1113769,Germany,1
1113792,Germany,1
1113793,Germany,1
1113813,Germany,1
1113819,Germany,1
1113821,Germany,1
1114744,Austria,1
1116738,Germany,1
1116749,Germany,1
1116760,Germany,1
1116765,Germany,1
1116782,Germany,1
1116788,Germany,1
1116797,Germany,1
1116798,Germany,1
1117580,Germany,1
1117651,Germany,1
1121030,Germany,1
11212328,Spain,1
11220680,Bundesrepublik Deutschland (bis 1990),1
1122871,East Germany,1
1124110,Germany,1
1124138,Germany,1
1125801,Bundesrepublik Deutschland (bis 1990),1
1127723,Belgium,1
1130718,Austria,1
1131595,Austria,1
1132220,Germany,1
1132230,Austria,1
1132257,Germany,1
1132258,Germany,1
1132260,Germany,1
1132264,Germany,1
1132267,Germany,1
11344698,Austria,1
1134887,United Kingdom,1
1136850,Bundesrepublik Deutschland (bis 1990),1
1138127,Austria,1
11421140,Germany,1
1144433,Bundesrepublik Deutschland (bis 1990),1
1144798,Austria,1
1144885,Germany,1
1145881,Austria,1
11478794,East Germany,1
11528530,Bundesrepublik Deutschland (bis 1990),1
1156064,Bundesrepublik Deutschland (bis 1990),1
1156152,Germany,1
1157603,Bundesrepublik Deutschland (bis 1990),1
1158257,Bundesrepublik Deutschland (bis 1990),1
1158267,Bundesrepublik Deutschland (bis 1990),1
1160928,Germany,1
1160929,Germany,1
1160944,Germany,1
1161984,Austria,1
1163289,Austria,1
1165300,Bundesrepublik Deutschland (bis 1990),1
11714626,Germany,1
1171528,Bundesrepublik Deutschland (bis 1990),1
1172626,Bundesrepublik Deutschland (bis 1990),1
1173444,Austria,1
11742094,Austria,1
1178179,Austria,1
11816222,Austria,1
1184809,Bundesrepublik Deutschland (bis 1990),1
1189067,Austria,1
1189091,Austria,1
1189324,Germany,1
1189328,Germany,1
1189330,Germany,1
1189339,Germany,1
1189355,Austria,1
1189356,Austria,1
1189363,Germany,1
11918078,Bundesrepublik Deutschland (bis 1990),1
1193091,Germany,1
11955190,Poland,1
11976922,Sweden,1
1198202,Austria,1
12009242,Switzerland,1
12047614,Austria,1
1207684,Germany,1
12084042,Switzerland,1
12094648,Bundesrepublik Deutschland (bis 1990),1
12098006,Bundesrepublik Deutschland (bis 1990),1
1210191,United States,1
12121896,Austria,1
12131680,Soviet Union,1
12180612,Bundesrepublik Deutschland (bis 1990),1
12187596,Germany,1
12204608,Italy,1
12218172,Bundesrepublik Deutschland (bis 1990),1
1221898,Germany,1
1221954,Germany,1
12219808,Bundesrepublik Deutschland (bis 1990),1
12219868,Austria,1
1222003,Germany,1
1230293,Czechoslovakia,1
1230494,United States,1
1233582,Austria,1
1236333,Germany,1
1236343,Germany,1
1237812,Czechoslovakia,1
1238826,United Kingdom,1
1238829,United Kingdom,1
12398384,East Germany,1
12399852,Austria,1
1243995,Germany,1
1244026,Germany,1
12443464,Austria,1
1244515,France,1
1245415,United Kingdom,1
12462104,Austria,1
12467564,Austria,1
1247795,Germany,1
1247796,Germany,1
12561542,Italy,1
12588424,France,1
12589948,France,1
12593520,Austria,1
12619150,Germany,1
1262088,Bundesrepublik Deutschland (bis 1990),1
12644666,Bundesrepublik Deutschland (bis 1990),1
1267283,Germany,1
12733674,Bundesrepublik Deutschland (bis 1990),1
1276813,United Kingdom,1
1277946,Germany,1
1279175,Bundesrepublik Deutschland (bis 1990),1
1279363,Bundesrepublik Deutschland (bis 1990),1
1281848,Bundesrepublik Deutschland (bis 1990),1
12823662,Denmark,1
1283291,Germany,1
1283488,Austria,1
1283524,Germany,1
12855940,United States,1
1289511,Austria,1
1289517,Austria,1
1289576,Bundesrepublik Deutschland (bis 1990),1
1290537,Germany,1
1291113,Switzerland,1
1291498,Austria,1
1291508,Bundesrepublik Deutschland (bis 1990),1
1293578,Austria,1
12945600,Austria,1
1296460,Bundesrepublik Deutschland (bis 1990),1
1298751,Netherlands,1
1298758,Bundesrepublik Deutschland (bis 1990),1
1300254,East Germany,1
1300364,Germany,1
1301149,Bundesrepublik Deutschland (bis 1990),1
1301998,Bundesrepublik Deutschland (bis 1990),1
1303722,Germany,1
1303723,Bundesrepublik Deutschland (bis 1990),1
1303741,Bundesrepublik Deutschland (bis 1990),1
1303825,Bundesrepublik Deutschland (bis 1990),1
13044512,Denmark,1
1305697,Bundesrepublik Deutschland (bis 1990),1
1308141,Germany,1
1309398,Netherlands,1
1309484,East Germany,1
1309488,East Germany,1
1310386,Bundesrepublik Deutschland (bis 1990),1
1310605,Bundesrepublik Deutschland (bis 1990),1
13112866,Denmark,1
1314743,Austria,1
1314953,United Kingdom,1
1315021,United Kingdom,1
1315345,Germany,1
1315376,Germany,1
1315969,Bundesrepublik Deutschland (bis 1990),1
1315970,Bundesrepublik Deutschland (bis 1990),1
13186310,Austria,1
1319075,Bundesrepublik Deutschland (bis 1990),1
1319147,Bundesrepublik Deutschland (bis 1990),1
1319159,Bundesrepublik Deutschland (bis 1990),1
1319672,Bundesrepublik Deutschland (bis 1990),1
1322364,Bundesrepublik Deutschland (bis 1990),1
1322984,Bundesrepublik Deutschland (bis 1990),1
13244700,Austria,1
1325652,Bundesrepublik Deutschland (bis 1990),1
1325710,Bundesrepublik Deutschland (bis 1990),1
1325796,Bundesrepublik Deutschland (bis 1990),1
1327045,Bundesrepublik Deutschland (bis 1990),1
1330539,Bundesrepublik Deutschland (bis 1990),1
1330949,United Kingdom,1
13353000,Austria,1
1337422,Germany,1
13376042,Austria,1
1339219,United States,1
1339627,Bundesrepublik Deutschland (bis 1990),1
13414074,Bundesrepublik Deutschland (bis 1990),1
1343322,Czechoslovakia,1
1345504,Czechoslovakia,1
1346934,United Kingdom,1
1348946,Germany,1
1353961,Bundesrepublik Deutschland (bis 1990),1
13568938,United Kingdom,1
1359564,Bundesrepublik Deutschland (bis 1990),1
13606730,Switzerland,1
13606848,Switzerland,1
13607222,Switzerland,1
13611740,United States,1
1364388,Bundesrepublik Deutschland (bis 1990),1
13649670,Switzerland,1
13649840,Switzerland,1
13655560,Switzerland,1
1366306,United Kingdom,1
13663704,Bundesrepublik Deutschland (bis 1990),1
1368126,Austria,1
13683852,Germany,1
13692862,Switzerland,1
1371122,Germany,1
13723768,Switzerland,1
13783192,Switzerland,1
13783846,Switzerland,1
13785672,Austria,1
13803834,Switzerland,1
1381108,Bundesrepublik Deutschland (bis 1990),1
13813044,Bundesrepublik Deutschland (bis 1990),1
13848544,Switzerland,1
13886802,Switzerland,1
13888436,Germany,1
13907350,Germany,1
13915674,Austria,1
1392664,Netherlands,1
1394196,Bundesrepublik Deutschland (bis 1990),1
1394346,Bundesrepublik Deutschland (bis 1990),1
13952554,Austria,1
13959916,Switzerland,1
13961100,Switzerland,1
1397132,United Kingdom,1
13973884,Switzerland,1
13976308,Austria,1
1401246,Bundesrepublik Deutschland (bis 1990),1
1401247,Austria,1
1401248,Bundesrepublik Deutschland (bis 1990),1
1403064,Bundesrepublik Deutschland (bis 1990),1
14040672,Switzerland,1
1404411,Austria,1
1404622,East Germany,1
1405779,Bundesrepublik Deutschland (bis 1990),1
14067836,Austria,1
1407201,Germany,1
1407202,Germany,1
1407203,Germany,1
1407204,Germany,1
1408040,Germany,1
1408924,Austria,1
1409130,Germany,1
1411823,Germany,1
1411852,Germany,1
1411856,Germany,1
1411869,Germany,1
1411979,Germany,1
1415092,United States,1
1422155,Germany,1
1422791,Finland,1
14233878,Austria,1
14237762,Austria,1
1427314,Germany,1
14288130,United States,1
1431232,Germany,1
1431287,East Germany,1
1436378,East Germany,1
1436381,Bundesrepublik Deutschland (bis 1990),1
1436461,Switzerland,1
1437834,Bundesrepublik Deutschland (bis 1990),1
14384554,Czechoslovakia,1
1439230,Spain,1
1445612,Germany,1
1445615,Germany,1
14486826,Austria,1
1449146,Austria,1
14492320,Germany,1
14493366,Germany,1
14521710,Denmark,1
1452642,Austria,1
1452888,Bundesrepublik Deutschland (bis 1990),1
1452889,Bundesrepublik Deutschland (bis 1990),1
14564482,Bundesrepublik Deutschland (bis 1990),1
1458756,Bundesrepublik Deutschland (bis 1990),1
1459036,Bundesrepublik Deutschland (bis 1990),1
1462435,Bundesrepublik Deutschland (bis 1990),1
1462666,East Germany,1
1463398,Bundesrepublik Deutschland (bis 1990),1
1464022,Bundesrepublik Deutschland (bis 1990),1
1464287,Germany,1
1464766,Bundesrepublik Deutschland (bis 1990),1
1464771,Bundesrepublik Deutschland (bis 1990),1
14658684,Germany,1
1466074,United States,1
1468835,Germany,1
14692686,Germany,1
14715928,Austria,1
1473033,Austria,1
1478949,Germany,1
1478951,Germany,1
1480765,Finland,1
1487888,Austria,1
1488018,Germany,1
1488182,Germany,1
1488183,Germany,1
1488561,Germany,1
1488562,Germany,1
14895146,Yugoslavia,1
14911196,Poland,1
1492798,Bundesrepublik Deutschland (bis 1990),1
1495005,Bundesrepublik Deutschland (bis 1990),1
1502816,Germany,1
1504418,Germany,1
1504509,Germany,1
15062258,United States,1
1507276,Bundesrepublik Deutschland (bis 1990),1
1508258,Bundesrepublik Deutschland (bis 1990),1
1508348,Bundesrepublik Deutschland (bis 1990),1
1512830,Bundesrepublik Deutschland (bis 1990),1
1513069,Bundesrepublik Deutschland (bis 1990),1
15133714,Denmark,1
1516058,East Germany,1
1516064,Bundesrepublik Deutschland (bis 1990),1
1516071,Bundesrepublik Deutschland (bis 1990),1
1516135,Bundesrepublik Deutschland (bis 1990),1
1516144,Bundesrepublik Deutschland (bis 1990),1
1516148,Bundesrepublik Deutschland (bis 1990),1
1517460,East Germany,1
15175450,Bundesrepublik Deutschland (bis 1990),1
1519349,Bundesrepublik Deutschland (bis 1990),1
1521195,Bundesrepublik Deutschland (bis 1990),1
1524528,Germany,1
15292852,Soviet Union,1
1529717,Brazil,1
1532518,Germany,1
1532522,Germany,1
1532589,Germany,1
15348040,Germany,1
15416832,Bundesrepublik Deutschland (bis 1990),1
15419450,Bundesrepublik Deutschland (bis 1990),1
1542992,Germany,1
1545604,Germany,1
1545630,Austria,1
1545631,Germany,1
1547471,Germany,1
1547483,Germany,1
1547485,Germany,1
1547503,Germany,1
15491292,East Germany,1
1549851,Bundesrepublik Deutschland (bis 1990),1
15565926,Netherlands,1
15569566,Germany,1
1560775,Bundesrepublik Deutschland (bis 1990),1
1565007,Austria,1
1565784,Bundesrepublik Deutschland (bis 1990),1
1565940,Austria,1
1567293,Bundesrepublik Deutschland (bis 1990),1
1567320,Austria,1
1568967,Bundesrepublik Deutschland (bis 1990),1
1569433,Bundesrepublik Deutschland (bis 1990),1
1570348,Bundesrepublik Deutschland (bis 1990),1
1570350,Austria,1
1570377,United Kingdom,1
1570508,East Germany,1
1570570,Austria,1
1570582,Germany,1
1570739,Germany,1
15720898,Bundesrepublik Deutschland (bis 1990),1
1575534,Bundesrepublik Deutschland (bis 1990),1
1575536,Switzerland,1
1576470,Bundesrepublik Deutschland (bis 1990),1
1577777,Poland,1
1578881,Germany,1
1579955,Poland,1
15822644,Italy,1
1583214,Poland,1
15852632,Germany,1
1587246,Bundesrepublik Deutschland (bis 1990),1
1595349,Bundesrepublik Deutschland (bis 1990),1
1598430,Austria,1
1598451,Austria,1
1598452,Austria,1
1598453,Austria,1
1598458,Austria,1
1598475,Austria,1
1598607,Austria,1
1598636,Austria,1
1600516,Bundesrepublik Deutschland (bis 1990),1
1602485,Bundesrepublik Deutschland (bis 1990),1
1604573,Austria,1
1606845,Bundesrepublik Deutschland (bis 1990),1
1608126,Germany,1
1608332,Germany,1
1611020,Bundesrepublik Deutschland (bis 1990),1
1611188,Bundesrepublik Deutschland (bis 1990),1
1611198,Bundesrepublik Deutschland (bis 1990),1
1611829,Germany,1
1611832,Germany,1
1614413,Bundesrepublik Deutschland (bis 1990),1
1619818,Bundesrepublik Deutschland (bis 1990),1
1620595,Austria,1
1620737,Germany,1
1621170,United Kingdom,1
16225546,Germany,1
16225654,Germany,1
1624922,Austria,1
1624926,Austria,1
1626134,Germany,1
1626138,Germany,1
1630053,Germany,1
1631674,Austria,1
1631717,East Germany,1
1632491,Austria,1
1633183,Germany,1
1636768,Austria,1
1636771,Austria,1
1636779,Austria,1
1638909,United Kingdom,1
1640411,Austria,1
1640420,Austria,1
1640440,Austria,1
1640441,Austria,1
1640453,Germany,1
1640532,Austria,1
1644506,Austria,1
1644549,Austria,1
1644559,Austria,1
1644564,Austria,1
1644570,Austria,1
1644579,Austria,1
1644747,Austria,1
1645059,Bundesrepublik Deutschland (bis 1990),1
1645062,Bundesrepublik Deutschland (bis 1990),1
1645063,Bundesrepublik Deutschland (bis 1990),1
1645069,Bundesrepublik Deutschland (bis 1990),1
1646046,United Kingdom,1
1649082,Austria,1
1653842,Bundesrepublik Deutschland (bis 1990),1
1653877,Bundesrepublik Deutschland (bis 1990),1
1653883,Austria,1
1654790,Austria,1
1657869,Austria,1
1657921,Austria,1
1660530,Austria,1
1660534,Austria,1
1660535,Austria,1
1660538,Austria,1
1660539,Netherlands,1
1660560,Austria,1
1660624,Austria,1
1661370,Bundesrepublik Deutschland (bis 1990),1
1661371,Bundesrepublik Deutschland (bis 1990),1
1662707,Austria,1
1662711,Bundesrepublik Deutschland (bis 1990),1
1663176,United Kingdom,1
1663190,United Kingdom,1
1663679,United Kingdom,1
1663899,Austria,1
1663900,Austria,1
1666070,Austria,1
1666754,Bundesrepublik Deutschland (bis 1990),1
1666757,Bundesrepublik Deutschland (bis 1990),1
1667872,United Kingdom,1
1669578,Austria,1
1669607,Austria,1
1669641,Austria,1
1669656,Finland,1
1669695,Bundesrepublik Deutschland (bis 1990),1
1671620,Germany,1
1673565,Bundesrepublik Deutschland (bis 1990),1
1673708,Bundesrepublik Deutschland (bis 1990),1
1674685,Austria,1
1679559,Austria,1
1679561,Austria,1
1679639,Austria,1
1679640,Austria,1
1679689,Austria,1
1680082,Bundesrepublik Deutschland (bis 1990),1
1682173,France,1
1682221,Austria,1
1682230,Germany,1
1682237,Austria,1
1682238,Austria,1
1682239,Austria,1
1682245,Austria,1
1682270,Austria,1
1682581,United Kingdom,1
1682889,United Kingdom,1
1682897,Bundesrepublik Deutschland (bis 1990),1
1685494,Bundesrepublik Deutschland (bis 1990),1
1685504,Austria,1
1685521,Austria,1
1685525,Austria,1
1685580,Austria,1
1685647,Austria,1
1685689,Austria,1
1686687,France,1
1686881,Austria,1
1686883,Austria,1
1688377,United States,1
1690502,Bundesrepublik Deutschland (bis 1990),1
1693649,Bundesrepublik Deutschland (bis 1990),1
1694085,Bundesrepublik Deutschland (bis 1990),1
1694512,United States,1
1703115,Bundesrepublik Deutschland (bis 1990),1
1706479,Bundesrepublik Deutschland (bis 1990),1
1710554,Bundesrepublik Deutschland (bis 1990),1
1711895,United Kingdom,1
1712525,Austria,1
1726618,Bundesrepublik Deutschland (bis 1990),1
1726627,Bundesrepublik Deutschland (bis 1990),1
1726629,Bundesrepublik Deutschland (bis 1990),1
1727255,Switzerland,1
1729202,United Kingdom,1
1735185,Bundesrepublik Deutschland (bis 1990),1
1736323,Bundesrepublik Deutschland (bis 1990),1
1740489,Switzerland,1
1743688,Austria,1
1744605,Switzerland,1
1745687,Bundesrepublik Deutschland (bis 1990),1
1747979,Austria,1
1753685,Bundesrepublik Deutschland (bis 1990),1
1757794,Bundesrepublik Deutschland (bis 1990),1
1758594,Bundesrepublik Deutschland (bis 1990),1
1758598,Bundesrepublik Deutschland (bis 1990),1
1765772,East Germany,1
1765789,East Germany,1
1772641,East Germany,1
1772808,East Germany,1
1773668,Bundesrepublik Deutschland (bis 1990),1
1779368,East Germany,1
1783410,United States,1
1783711,Germany,1
1784059,East Germany,1
1793206,Germany,1
1795585,Germany,1
1799096,Bundesrepublik Deutschland (bis 1990),1
1839646,Bundesrepublik Deutschland (bis 1990),1
1868747,France,1
1870498,Finland,1
1872176,Finland,1
1878896,Germany,1
1878907,Germany,1
1878911,East Germany,1
1878913,Germany,1
1878914,Germany,1
1878966,Germany,1
1879035,Germany,1
1879047,Germany,1
1880162,Austria,1
1880388,United Kingdom,1
1886565,East Germany,1
1893274,East Germany,1
1896751,East Germany,1
1900859,Germany,1
1904890,East Germany,1
1914310,Germany,1
1919193,Germany,1
19379404,France,1
1948017,Germany,1
1949247,East Germany,1
1950137,East Germany,1
1959369,East Germany,1
1964645,Austria,1
1964648,East Germany,1
1964784,East Germany,1
1964821,East Germany,1
1982093,Germany,1
1982096,Germany,1
1982097,Germany,1
1982098,Germany,1
1982099,Germany,1
1982120,Germany,1
1982423,United Kingdom,1
2011171,East Germany,1
2016176,East Germany,1
2018152,United Kingdom,1
20252076,Canada,1
2040323,South Africa,1
2047748,United Kingdom,1
2056768,Bundesrepublik Deutschland (bis 1990),1
2069591,France,1
